,Make,Model,Buyer_Gender,Buyer_Age,Buzzword,Country,City,Dealer_Latitude,Dealer_Longitude,Color,New_Car,Purchase_Date,Sale_Price,Discount,Resell_Price,5-yr_Depreciation,Top_Speed,0-60_Time
6334,Ford,F150,Female,25,De-engineered,China,Yong’an,25.941937,117.365052,Goldenrod,True,2013-11-21,46370.13,0.3725,8046.98,0.23,128.9,5.6
6335,Buick,Century,Male,43,strategy,Indonesia,Adiwerna,-6.9391309,109.1259181,Teal,False,2020-07-05,46402.62,0.5133,2795.53,0.12,244.3,9.4
6336,Ford,F450,Male,44,Versatile,Sierra Leone,Baiima,8.1087597,-11.8478324,Fuscia,True,2018-05-15,32596.06,0.6012,24225.51,0.07,204.1,3.5
6337,Honda,CR-X,Female,40,executive,China,Jianghong,22.000143,100.771678,Violet,False,2018-09-23,59036.48,0.6986,24196.91,0.21,189.0,13.1
6338,Hyundai,Sonata,Female,44,Secured,Indonesia,Krajan Sumberanget,-8.113,113.8437,Goldenrod,False,2003-09-18,37963.9,0.2474,27683.37,0.08,222.8,3.2
6339,Mazda,Mazda6,Male,23,asymmetric,Czech Republic,Železnice,50.4727367,15.3845968,Blue,False,2005-03-10,55903.52,0.128,22397.83,0.23,228.5,4.9
6340,Chevrolet,Express,Male,33,Fully-configurable,United States,Columbus,32.46,-84.99,Red,False,2014-06-26,67788.18,0.5949,12037.54,0.23,208.4,14.9
6341,Suzuki,Sidekick,Male,70,maximized,Colombia,Viterbo,5.0605779,-75.872356,Purple,True,2011-08-09,60511.77,0.4819,13220.99,0.07,201.9,3.4
6342,Nissan,300ZX,Male,73,solution-oriented,China,Wengtian,19.928174,110.883743,Crimson,False,2012-01-04,36549.25,0.6589,8459.44,0.16,236.0,4.9
6343,Cadillac,DeVille,Female,67,core,Mali,Banamba,13.5543249,-7.4435441,Red,True,2005-05-23,90146.76,0.1573,40720.24,0.22,165.1,13.7
6344,Dodge,Durango,Male,51,Ameliorated,China,Wanzhi,31.1446955,118.575306,Orange,False,2014-10-23,55515.89,0.0471,5575.57,0.21,189.6,7.8
6345,Subaru,XT,Female,50,systemic,Russia,Krasnyy Kholm,58.0580802,37.1162575,Indigo,True,2006-09-20,35246.84,0.5775,45619.14,0.21,199.1,4.3
6346,Nissan,Frontier,Female,22,demand-driven,Philippines,San Pablo,14.5669327,121.0318426,Fuscia,True,2015-12-27,18495.97,0.5766,46561.56,0.06,155.3,8.2
6347,Porsche,Boxster,Male,51,solution-oriented,Indonesia,Kragan,-6.6721504,111.5910078,Red,False,2008-09-16,72789.18,0.5993,38759.07,0.13,128.4,9.8
6348,GMC,Sierra 2500,Male,36,systematic,Sweden,Enskededalen,59.288124,18.0891528,Mauv,True,2013-09-15,29535.59,0.1583,40233.82,0.08,175.9,9.1
6349,Isuzu,Trooper,Female,69,zero defect,United States,Cincinnati,39.1674274,-84.5484275,Crimson,False,2006-08-22,68277.76,0.4665,49082.58,0.08,146.2,10.9
6350,Mazda,B-Series,Female,58,function,China,Quxi,31.491169,120.31191,Goldenrod,False,2018-06-09,25800.55,0.5897,14570.82,0.13,127.2,11.2
6351,Volvo,XC70,Female,53,intangible,Japan,Nagareyama,35.8496818,139.8969749,Yellow,True,2014-01-15,50890.95,0.5203,6504.07,0.19,248.2,3.9
6352,Land Rover,Defender,Female,39,Stand-alone,China,Ulan Hua,41.5220136,111.7047656,Blue,False,2009-12-30,85201.09,0.0223,16871.87,0.1,207.8,2.8
6353,Ford,Escort,Male,60,zero administration,Russia,Shkotovo,43.3250688,132.3546464,Red,True,2019-01-24,25876.07,0.3156,23816.06,0.14,232.8,5.6
6354,Oldsmobile,Intrigue,Male,31,Focused,New Zealand,Riverton,-46.3478987,168.0177331,Purple,True,2011-03-24,62398.83,0.0699,30075.54,0.15,143.4,8.2
6355,Toyota,Sienna,Male,27,bi-directional,France,Vanves,48.8120404,2.2718631,Orange,False,2003-06-25,56108.16,0.2591,3868.61,0.04,159.8,12.1
6356,Oldsmobile,Bravada,Female,43,benchmark,Philippines,Tapilon,11.276586,124.030409,Puce,False,2019-02-05,71775.24,0.5891,31403.25,0.07,219.9,3.7
6357,Dodge,Dakota,Male,31,implementation,Philippines,Balayan,13.9686682,120.7285858,Green,True,2007-11-09,89881.86,0.6208,13003.79,0.15,221.0,12.9
6358,Ford,Explorer,Male,44,Assimilated,Russia,Belyye Stolby,55.3290543,37.8525252,Aquamarine,True,2020-07-28,72992.83,0.434,11913.97,0.23,172.1,4.0
6359,Jaguar,XJ Series,Female,67,Synergistic,Ecuador,Latacunga,-0.931556,-78.60585,Maroon,False,2014-01-03,10726.35,0.6679,9304.29,0.08,146.3,4.7
6360,GMC,Envoy,Female,47,neutral,China,Yecun,38.487193,106.230908,Turquoise,True,2008-01-18,54512.11,0.1679,32922.68,0.07,228.0,14.6
6361,Ford,Focus,Male,56,throughput,Nepal,Bīrganj,27.0449005,84.8672171,Green,True,2015-07-29,35667.91,0.3456,47791.25,0.18,242.5,6.8
6362,Mazda,RX-8,Male,60,non-volatile,Belarus,Hotsk,53.9152969,27.5503205,Green,True,2017-09-21,48545.8,0.4787,43769.7,0.02,179.2,8.4
6363,Jaguar,XJ,Male,49,Adaptive,Greece,Kalá Déndra,41.0991089,23.4244419,Maroon,False,2013-05-08,13797.53,0.0274,8399.98,0.13,131.8,8.3
6364,Jeep,Liberty,Female,61,methodical,United States,El Paso,31.7566264,-106.4852997,Aquamarine,True,2013-06-30,90028.43,0.1932,40298.79,0.23,170.6,2.2
6365,Audi,A6,Female,63,moderator,Comoros,Itsandzéni,-11.4749128,43.394005,Pink,True,2005-01-24,19919.62,0.6272,3230.67,0.14,203.0,4.7
6366,Honda,Accord,Male,36,foreground,Canada,Coquitlam,49.2815819,-122.7535881,Aquamarine,True,2007-11-04,65026.59,0.6955,29577.95,0.07,134.5,12.3
6367,Infiniti,FX,Female,22,installation,China,Jianping,41.403128,119.64328,Mauv,False,2002-02-14,71163.57,0.3145,6058.07,0.13,135.0,9.5
6368,Suzuki,Swift,Female,72,zero defect,Ukraine,Saky,45.1310529,33.5941067,Khaki,False,2003-02-20,93200.25,0.4914,28001.09,0.22,235.8,8.1
6369,Oldsmobile,LSS,Female,55,groupware,Brazil,Orós,-6.2401676,-38.9459326,Mauv,False,2011-12-23,52119.38,0.5209,11642.44,0.09,147.7,5.1
6370,Porsche,911,Female,33,extranet,Portugal,Alfeizerão,39.5016783,-9.1028729,Violet,False,2018-08-13,38382.85,0.119,33836.21,0.15,153.2,11.1
6371,BMW,7 Series,Male,32,Focused,Turkmenistan,Bayramaly,37.6156855,62.1571349,Purple,False,2015-07-12,96201.08,0.0607,43212.53,0.13,218.7,7.8
6372,Suzuki,Swift,Female,32,Future-proofed,China,Xinshidu,31.264592,121.585315,Crimson,False,2012-12-19,61559.03,0.5581,36691.92,0.13,200.2,5.0
6373,Holden,VS Commodore,Female,50,Pre-emptive,Indonesia,Gasri,-4.2631706,104.5269308,Khaki,False,2002-01-27,37899.86,0.3659,39945.55,0.14,191.6,3.8
6374,Oldsmobile,Achieva,Male,56,Quality-focused,Bangladesh,Cox’s Bāzār,21.4394636,92.0077316,Mauv,True,2016-03-03,48754.85,0.4804,9133.14,0.02,135.0,14.1
6375,Toyota,Avalon,Female,60,Public-key,Philippines,Malway,14.4776308,121.0328004,Red,True,2003-11-24,40639.6,0.4421,21203.07,0.07,162.7,6.0
6376,Mazda,B-Series Plus,Female,46,Inverse,Russia,Marks,51.7106121,46.7484815,Puce,False,2005-03-16,43672.92,0.6722,46150.26,0.15,225.4,14.7
6377,Chevrolet,Suburban 2500,Male,63,incremental,Russia,Kabardinka,44.6488775,37.9401099,Indigo,True,2002-06-14,16957.62,0.1645,44408.72,0.08,195.1,11.7
6378,Volvo,240,Female,31,solution-oriented,China,Weishanzhuang,39.63148,116.414675,Green,True,2011-01-24,77918.11,0.3876,24979.16,0.15,204.9,6.6
6379,Audi,A6,Female,34,Optimized,Indonesia,Pacarkeling,-7.2599544,112.7554346,Indigo,False,2014-10-29,98349.82,0.6482,27535.5,0.02,181.8,14.8
6380,Isuzu,Rodeo,Male,43,4th generation,Venezuela,Ciudad Bolivia,8.3537158,-70.5770632,Yellow,True,2010-05-26,65836.93,0.4281,14040.7,0.19,166.2,6.2
6381,Chevrolet,Impala,Male,34,knowledge base,Ireland,Clogherhead,53.7902634,-6.2429997,Orange,True,2007-12-22,86308.22,0.6285,26721.09,0.22,225.8,10.9
6382,Kia,Sportage,Male,20,intranet,Indonesia,Sambogunung,-6.9915372,112.5021593,Mauv,True,2011-08-13,93224.16,0.546,3641.04,0.05,248.6,3.0
6383,Cadillac,CTS,Female,73,Integrated,Bangladesh,Lākshām,23.2116858,91.1161166,Red,True,2017-12-30,33972.09,0.6893,40256.69,0.18,151.9,6.2
6384,Toyota,Camry,Female,57,User-friendly,Tanzania,Karema,-6.81357,30.4326,Purple,True,2019-12-29,15183.76,0.5302,13400.02,0.21,219.8,6.7
6385,Saturn,VUE,Male,70,User-centric,Germany,Hamburg Sankt Pauli,53.5472987,9.9778279,Indigo,False,2004-10-22,44854.51,0.1791,8593.56,0.25,127.9,6.4
6386,Buick,LeSabre,Male,30,regional,China,Chikeng,42.25785,118.886931,Pink,True,2007-01-12,46387.66,0.6133,5263.39,0.05,229.6,6.7
6387,Isuzu,i-290,Female,38,asymmetric,China,Meijiang,24.31049,116.116695,Fuscia,False,2013-02-03,98705.18,0.5377,46988.15,0.18,143.8,5.1
6388,Dodge,Ram Van 2500,Male,60,reciprocal,Philippines,Ditsaan,7.9712866,124.3443856,Fuscia,True,2019-04-15,74467.82,0.1453,28501.8,0.24,182.8,8.3
6389,Chevrolet,Silverado 2500,Female,46,holistic,Indonesia,Timur,-9.8627946,124.3310364,Teal,True,2009-01-10,75230.16,0.6323,40113.66,0.07,234.0,4.5
6390,Cadillac,STS-V,Male,59,Streamlined,Argentina,General Levalle,-34.6573647,-58.3626864,Yellow,True,2020-05-31,15127.9,0.0328,17383.18,0.24,165.9,10.1
6391,Ford,Edge,Male,71,Business-focused,Indonesia,Karangmelok,-8.0401628,113.831703,Maroon,False,2020-04-18,19780.52,0.5937,34286.57,0.18,127.7,2.2
6392,Isuzu,Hombre,Male,43,Advanced,Philippines,Nato,13.6043647,123.5195708,Mauv,False,2009-05-12,47151.79,0.6914,30041.75,0.19,248.1,13.3
6393,Ford,E350,Male,69,installation,Israel,Sājūr,32.943109,35.343616,Pink,True,2005-05-19,29016.52,0.4938,37229.24,0.14,203.6,13.0
6394,Saab,09-May,Male,51,systematic,Switzerland,Zürich,47.3774041,8.5113801,Maroon,False,2020-10-10,44735.19,0.4711,32697.79,0.08,200.9,11.0
6395,Chevrolet,3500,Male,60,archive,Indonesia,Pineleng,1.4162396,124.8072165,Pink,True,2017-02-16,70700.65,0.5382,14493.21,0.24,123.5,6.7
6396,Mitsubishi,Challenger,Female,70,Stand-alone,China,Xiushi,27.999411,115.932899,Crimson,True,2020-11-12,76241.47,0.0139,2020.89,0.03,171.6,2.6
6397,Subaru,Justy,Male,57,Proactive,Thailand,Ban Tak,17.0405373,99.0571089,Turquoise,False,2005-01-12,24065.41,0.3263,28747.58,0.04,229.9,2.7
6398,Maybach,Landaulet,Female,39,Phased,Benin,Sakété,6.7368274,2.6636066,Teal,False,2019-11-16,94081.05,0.2393,47246.51,0.24,219.6,9.4
6399,Mitsubishi,Galant,Female,20,task-force,France,Charenton-le-Pont,48.8171378,2.4196694,Maroon,False,2012-09-29,63104.89,0.3664,40456.93,0.19,152.6,10.0
6400,Ford,Escape,Male,24,upward-trending,France,Auxerre,47.794456,3.5751746,Orange,True,2007-02-02,47098.04,0.351,37465.77,0.07,175.6,12.0
6401,Pontiac,G6,Male,30,workforce,Brazil,Alfenas,-21.4261129,-45.9481612,Teal,False,2010-09-06,79132.47,0.167,25091.99,0.11,156.8,2.3
6402,Chevrolet,Silverado 3500,Male,26,Realigned,Sweden,Skanör,55.4100741,12.8520369,Indigo,True,2009-01-29,63434.36,0.3083,2522.99,0.12,179.4,7.6
6403,Jeep,Wrangler,Female,21,Seamless,Albania,Mesopotam,39.912087,20.0970781,Crimson,False,2018-05-07,81056.97,0.2162,16704.46,0.05,192.9,4.8
6404,Volvo,S60,Male,61,3rd generation,Iran,Hendījān,30.2382492,49.7064548,Goldenrod,False,2016-10-30,98068.48,0.2332,36017.4,0.11,196.0,10.6
6405,Toyota,Tacoma,Female,34,initiative,France,Cergy-Pontoise,49.0426,2.087826,Aquamarine,False,2003-04-26,53766.75,0.252,22411.38,0.24,123.0,13.3
6406,Lamborghini,Murciélago,Male,23,application,Nigeria,Effium,6.61476,8.0410634,Violet,True,2007-03-15,11704.04,0.3845,21509.84,0.18,249.4,6.7
6407,Ford,Econoline E150,Male,27,Intuitive,China,Huangdu,28.39571,107.752611,Indigo,True,2016-08-20,47282.12,0.2165,45873.59,0.1,134.6,3.5
6408,Ford,Taurus,Male,52,circuit,China,Gongji,32.728228,116.943665,Pink,False,2010-08-25,72357.57,0.4983,32257.31,0.13,223.2,13.7
6409,Chevrolet,Camaro,Female,74,Upgradable,Vietnam,Ea Drăng,13.204053,108.2080973,Orange,False,2014-04-22,50795.2,0.5296,38966.0,0.08,166.4,13.2
6410,GMC,Savana,Female,20,discrete,United States,Albuquerque,35.1332903,-106.6167113,Mauv,True,2011-08-04,92330.85,0.525,9161.7,0.08,121.8,5.8
6411,Toyota,Sienna,Female,63,time-frame,China,Beixinjie,35.2099034,107.7918964,Puce,False,2016-07-07,94410.88,0.5276,45965.57,0.12,237.2,9.3
6412,Lincoln,Town Car,Male,56,national,China,Butahai,41.2926473,110.3216026,Mauv,False,2002-11-03,56125.9,0.4165,15815.17,0.22,219.0,7.4
6413,Pontiac,G6,Male,52,Progressive,Philippines,Kiangan,16.7742464,121.0882915,Puce,False,2003-07-10,64644.18,0.051,41125.48,0.07,241.9,5.1
6414,Volkswagen,Eurovan,Male,69,internet solution,Uzbekistan,Yangirabot,40.0395689,65.9690392,Teal,False,2009-11-26,58133.14,0.2159,3087.54,0.19,130.8,13.7
6415,Dodge,Viper RT/10,Male,52,explicit,Thailand,Phon Phisai,17.9309007,103.1279039,Crimson,False,2008-01-28,40822.5,0.1784,33037.13,0.15,178.1,10.1
6416,Oldsmobile,Intrigue,Female,46,global,Tunisia,El Hamma,33.8779023,9.745565,Teal,True,2011-07-19,47039.99,0.0393,49281.13,0.13,247.6,12.4
6417,Cadillac,Fleetwood,Male,32,throughput,China,Langzhong,31.558356,106.005046,Teal,False,2002-03-13,88705.91,0.1183,15432.23,0.11,229.2,10.2
6418,Saab,09-Mar,Male,55,asymmetric,China,Codoi,30.466314,92.55497,Purple,True,2017-12-02,75791.15,0.3812,21683.83,0.08,177.8,9.5
6419,Mazda,CX-5,Male,60,Graphical User Interface,China,Guanban,26.308284,119.677154,Crimson,False,2008-05-14,94355.81,0.137,8298.42,0.14,231.7,13.6
6420,Acura,TSX,Male,24,migration,Croatia,Čakovec,46.3897383,16.4379653,Maroon,False,2018-04-07,82677.99,0.6234,5470.87,0.24,198.4,3.8
6421,Mitsubishi,Outlander Sport,Male,48,real-time,Kiribati,Tabwakea Village,2.0385019,-157.4903907,Goldenrod,False,2019-09-05,48138.21,0.6735,3488.7,0.08,160.8,14.9
6422,Ferrari,599 GTB Fiorano,Female,24,access,Ukraine,Lisovi Sorochyntsi,50.6881144,32.3370869,Yellow,False,2006-09-17,15380.91,0.074,3295.21,0.09,239.5,2.5
6423,Honda,Civic,Male,54,human-resource,China,Daduo,30.73892,92.174161,Purple,False,2009-05-20,20764.07,0.3203,31787.08,0.09,209.5,2.7
6424,Chrysler,PT Cruiser,Female,58,collaboration,Indonesia,Simo Satu,-7.2694279,112.711668,Goldenrod,False,2011-01-30,97056.39,0.5934,10819.83,0.12,189.5,5.7
6425,Lexus,IS-F,Male,22,background,Ukraine,Mala Danylivka,50.072026,36.162836,Mauv,True,2006-12-01,34331.29,0.2829,8377.79,0.18,186.0,8.5
6426,Ford,Escort,Female,71,Business-focused,Portugal,Águas,40.1128037,-7.205968,Purple,False,2016-05-15,76849.75,0.0495,19727.63,0.21,228.3,9.5
6427,Mitsubishi,Cordia,Male,75,executive,France,Paris 17,43.4945737,5.8978018,Teal,False,2008-11-05,95027.94,0.5137,37967.19,0.25,184.8,4.8
6428,Suzuki,SJ,Male,24,Secured,Cuba,Moa,20.6574573,-74.9501034,Mauv,True,2003-03-27,25663.8,0.571,33475.56,0.02,162.7,3.7
6429,Chevrolet,Corvette,Male,37,adapter,United States,Pittsburgh,40.4888987,-79.8900686,Blue,True,2016-01-14,34023.31,0.6212,22995.57,0.24,211.6,5.3
6430,Toyota,Celica,Male,27,systematic,Indonesia,Balangpule,-7.1724,111.501,Fuscia,False,2005-04-26,55275.37,0.6871,30439.08,0.18,144.6,3.2
6431,Chevrolet,Venture,Female,55,Self-enabling,United States,Albany,42.6532844,-73.762495,Red,True,2017-04-15,97355.38,0.5559,27529.38,0.11,163.0,13.1
6432,Mercedes-Benz,CLK-Class,Female,57,Profound,Senegal,Nguékhokh,14.5179897,-17.0096553,Red,True,2011-12-15,36873.01,0.6565,9284.31,0.19,180.5,5.3
6433,GMC,Savana 2500,Female,54,intermediate,Mexico,Hidalgo,20.0910963,-98.7623874,Green,True,2002-04-11,53281.99,0.3245,36575.37,0.18,213.8,14.0
6434,Infiniti,FX,Female,24,fault-tolerant,Indonesia,Parse,-6.8602,115.2711,Khaki,False,2017-11-16,37098.75,0.0667,32163.95,0.25,143.5,12.5
6435,Mitsubishi,Lancer Evolution,Female,37,secondary,Brazil,Paraíso,-21.0156896,-48.7794089,Red,False,2018-10-03,14041.27,0.1921,39978.74,0.23,144.5,3.4
6436,Mazda,Millenia,Female,26,upward-trending,Honduras,Petoa,15.2678504,-88.2892972,Khaki,True,2004-04-01,95824.22,0.6032,7007.95,0.11,156.4,11.8
6437,Cadillac,SRX,Female,24,Multi-tiered,Brazil,Astorga,-23.2400211,-51.6639768,Yellow,False,2006-10-23,55216.72,0.2688,46486.34,0.11,121.6,11.8
6438,Aston Martin,Vantage,Male,65,Total,Colombia,Ciudad Bolívar,5.8294025,-75.9928971,Yellow,True,2005-10-13,73062.51,0.4576,44731.98,0.06,143.2,4.2
6439,Lamborghini,Murciélago,Male,36,3rd generation,Spain,Lleida,41.6445836,0.587269,Khaki,False,2011-05-22,36602.08,0.2232,16614.74,0.21,207.4,10.9
6440,Dodge,Ram 3500,Male,47,needs-based,Sweden,Landskrona,55.8893778,12.8237518,Aquamarine,True,2008-09-04,95094.57,0.6592,10769.76,0.13,184.5,12.6
6441,Toyota,T100,Male,67,encompassing,Brazil,Chã Grande,-8.2295368,-35.4672368,Pink,True,2012-10-14,64109.48,0.5032,28693.95,0.21,199.7,4.5
6442,BMW,X5,Male,26,Re-contextualized,Azerbaijan,Quba,41.3643024,48.5260928,Orange,False,2020-02-03,36052.56,0.0822,21960.73,0.14,244.6,11.1
6443,BMW,5 Series,Female,71,website,Indonesia,Jombang,-7.5740867,112.28609,Puce,True,2018-01-15,97042.01,0.6935,26956.05,0.07,241.8,13.4
6444,Buick,Coachbuilder,Male,27,alliance,China,Dingzhai,30.019858,122.106773,Indigo,True,2009-07-07,31986.3,0.5458,31095.4,0.08,249.6,12.3
6445,Rolls-Royce,Phantom,Male,25,tangible,Kazakhstan,Arys,42.4338529,68.8129042,Maroon,True,2007-07-15,85202.56,0.3421,33896.4,0.13,197.7,14.3
6446,Ford,Mustang,Male,56,Fully-configurable,Indonesia,Banyulegi,-7.316501,112.4455374,Orange,True,2008-10-05,68947.56,0.6805,21982.18,0.02,137.5,10.6
6447,Chrysler,Concorde,Male,63,Optimized,Canada,Manning,56.91683,-117.61945,Crimson,True,2013-10-08,95809.8,0.267,42400.09,0.14,207.9,2.1
6448,Isuzu,Ascender,Female,58,hub,Poland,Jabłonka,49.494604,19.7094323,Violet,False,2006-08-29,35093.6,0.5289,21342.71,0.04,181.7,10.8
6449,Lexus,GS,Male,31,reciprocal,Ukraine,Pervomays’ke,48.3245206,35.9379288,Yellow,True,2015-02-02,78402.76,0.6063,25701.67,0.15,187.5,14.9
6450,Toyota,Land Cruiser,Female,58,fault-tolerant,Nigeria,Kaura Namoda,12.5951892,6.5863469,Purple,False,2011-01-30,98224.6,0.6945,22769.25,0.17,211.0,4.3
6451,GMC,Envoy,Male,24,success,China,Meitang,23.353501,116.078631,Yellow,False,2008-05-21,39189.16,0.3383,10630.31,0.22,172.9,5.9
6452,Toyota,Tacoma Xtra,Male,33,website,Chile,Cochrane,-47.2535728,-72.5729823,Violet,False,2019-03-09,74775.69,0.4865,11241.4,0.17,137.9,14.4
6453,Ford,Windstar,Male,59,matrices,China,Sandaogou,41.468342,115.437602,Red,True,2019-09-04,49691.11,0.1863,10779.56,0.15,130.3,12.8
6454,Jaguar,XK,Male,67,ability,Peru,Achoma,-15.6627675,-71.6992231,Red,True,2015-01-22,91428.37,0.4885,40293.96,0.1,128.7,11.9
6455,Oldsmobile,98,Female,42,hardware,Indonesia,Bata Tengah,-6.4837208,106.8413372,Indigo,False,2013-09-19,39871.8,0.34,24771.78,0.02,135.3,13.2
6456,Nissan,Titan,Female,57,asymmetric,China,Pailou,30.6543991,117.5002172,Turquoise,False,2013-07-20,16221.78,0.3262,8278.62,0.17,214.2,10.6
6457,Pontiac,Vibe,Female,23,Multi-channelled,China,Beigou,38.776362,114.9416819,Violet,True,2020-10-06,43958.55,0.052,5832.6,0.2,178.6,14.4
6458,Ford,C-MAX Hybrid,Female,63,database,Tanzania,Nyangao,-10.3280255,39.3024611,Crimson,True,2019-10-13,73931.59,0.4569,26959.12,0.19,222.7,14.6
6459,GMC,Jimmy,Male,70,full-range,Russia,Pribrezhnyy,54.3924957,48.577155,Green,False,2012-08-05,67005.24,0.2515,24925.74,0.07,177.1,3.4
6460,Nissan,Murano,Male,20,Implemented,Argentina,Bandera,-32.8976518,-68.7990117,Green,False,2008-09-24,72356.65,0.5543,8591.91,0.07,163.2,12.3
6461,Nissan,Versa,Female,58,clear-thinking,Peru,Huanchaco,-8.0884404,-79.0872788,Fuscia,True,2003-09-22,96229.35,0.5692,10555.01,0.01,136.5,4.7
6462,Buick,Park Avenue,Male,47,hierarchy,Portugal,Trinaterra,41.2610181,-8.5728738,Violet,True,2011-09-29,42505.96,0.3324,33013.83,0.18,216.7,12.8
6463,Kia,Sedona,Male,49,toolset,Peru,Llama,-6.5142035,-79.1188656,Red,False,2016-08-02,31556.87,0.6981,25971.14,0.14,245.7,9.8
6464,Buick,LeSabre,Female,21,challenge,France,Évreux,49.0261841,1.1518478,Indigo,True,2013-11-27,73719.49,0.122,35584.48,0.15,185.5,6.8
6465,Mercedes-Benz,C-Class,Male,30,real-time,Ireland,Muff,55.0650892,-7.269174,Orange,False,2014-06-03,23720.65,0.3421,49290.55,0.08,239.8,5.4
6466,Audi,S5,Female,66,Multi-tiered,Philippines,San Carlos,15.9321146,120.3478316,Indigo,True,2020-11-06,61294.45,0.3168,37698.34,0.24,206.8,14.9
6467,GMC,Jimmy,Male,45,6th generation,Peru,Soritor,-6.1382732,-77.0967357,Pink,False,2004-11-04,56681.65,0.6623,37485.18,0.2,124.4,2.9
6468,Audi,S5,Male,53,instruction set,Pakistan,Chowki Jamali,28.0206587,67.9219383,Blue,True,2012-05-11,13873.84,0.5059,35906.41,0.2,151.8,8.8
6469,Mitsubishi,Lancer,Female,55,data-warehouse,Vietnam,Sơn Hà,15.0431944,108.5700636,Fuscia,False,2012-08-02,95378.45,0.0298,25900.31,0.1,166.6,12.3
6470,Pontiac,Torrent,Male,41,Profit-focused,Mauritius,Petit Raffray,-20.0207751,57.6240731,Mauv,True,2004-10-16,17924.44,0.0506,31888.12,0.08,123.6,12.1
6471,Nissan,Versa,Female,70,methodical,Russia,Vilya,55.2571473,42.2051732,Crimson,False,2008-10-26,34883.03,0.0908,5991.0,0.06,243.2,10.2
6472,Oldsmobile,Ciera,Male,26,foreground,Kenya,Pumwani,-1.2816645,36.8458837,Yellow,False,2008-09-04,95960.53,0.41,9305.55,0.14,230.6,12.5
6473,Jeep,Compass,Male,35,projection,Indonesia,Pining,3.9928933,97.654811,Blue,False,2003-05-14,21402.29,0.023,11011.18,0.07,157.9,7.9
6474,Mercedes-Benz,SLK-Class,Female,35,internet solution,Colombia,Mapiripán,2.8963048,-72.1394818,Fuscia,False,2004-05-09,40045.41,0.6163,19933.04,0.07,162.5,14.4
6475,GMC,Savana 1500,Female,49,algorithm,Russia,Ryazhsk,53.7217952,40.0305734,Red,False,2009-05-20,83617.29,0.2558,4110.51,0.02,228.2,11.0
6476,Ford,Econoline E250,Female,26,foreground,Sweden,Hisings Kärra,57.8001246,11.9841764,Puce,False,2013-06-25,78326.48,0.3722,47639.66,0.04,126.3,6.3
6477,Honda,Prelude,Female,35,capacity,Poland,Łobodno,50.8885079,19.0438326,Turquoise,True,2003-09-08,96723.78,0.3028,38860.21,0.21,220.7,8.0
6478,Dodge,Caliber,Male,72,analyzer,Yemen,‘Ubāl,14.98808,43.54444,Orange,True,2015-04-04,22237.82,0.1213,27712.62,0.15,128.5,5.0
6479,Cadillac,DeVille,Female,60,full-range,China,Jimsar,44.000497,89.180437,Teal,True,2015-07-24,56093.82,0.4132,39070.02,0.15,208.1,10.6
6480,Ford,Mustang,Male,22,object-oriented,China,Fucheng,37.868872,116.144417,Turquoise,False,2019-06-28,37329.13,0.6349,38945.35,0.19,122.7,10.1
6481,Chevrolet,Corvette,Male,21,Re-engineered,Indonesia,Kanigorokrajan,-8.2304786,112.5476209,Orange,False,2017-08-13,48067.05,0.4616,27138.56,0.09,242.4,3.8
6482,Ford,Thunderbird,Male,50,array,Venezuela,Tucaní,8.9679001,-71.2740573,Fuscia,True,2007-04-02,30950.53,0.0359,25677.02,0.22,226.7,10.0
6483,Mercury,Grand Marquis,Female,20,24 hour,Russia,Terek,43.4795902,44.1393572,Green,False,2011-06-18,95129.02,0.1799,10685.86,0.01,214.6,6.5
6484,Lincoln,Navigator L,Male,72,Graphical User Interface,South Korea,Songgang-dong,36.4320046,127.3809362,Turquoise,False,2004-12-06,41037.38,0.6928,29827.2,0.2,163.8,8.6
6485,Chevrolet,Silverado 3500,Female,61,heuristic,Sweden,Västerås,59.6830824,16.6105826,Mauv,True,2018-07-21,18452.64,0.0142,41001.95,0.1,164.7,13.0
6486,Mercury,Sable,Female,73,hierarchy,Kosovo,Dragash,42.0615398,20.6511592,Red,True,2017-07-17,82894.66,0.4477,21414.6,0.21,170.5,13.7
6487,Chevrolet,Avalanche 2500,Female,62,User-friendly,Indonesia,Cikaso,-7.4,107.5,Aquamarine,True,2011-06-01,35515.37,0.6112,28468.02,0.18,170.4,2.9
6488,Cadillac,SRX,Male,36,open system,Guinea-Bissau,Cacheu,12.2732631,-16.1669156,Maroon,False,2016-10-04,87917.1,0.4701,29697.28,0.19,156.4,15.0
6489,Pontiac,GTO,Male,64,website,Japan,Ōzu,32.8872867,130.8841776,Puce,False,2013-11-22,62331.39,0.5041,33527.45,0.09,196.6,10.6
6490,Ford,Transit Connect,Male,74,focus group,Colombia,Manizales,5.0792613,-75.4111644,Goldenrod,False,2014-04-12,44396.93,0.0945,22021.76,0.03,246.3,8.8
6491,Ford,F350,Female,39,regional,Philippines,Kinalaglagan,13.966665,121.083337,Green,True,2011-07-20,11007.09,0.0161,34223.77,0.23,151.5,8.7
6492,Ford,F150,Female,70,Intuitive,Argentina,Chepes,-38.9770913,-68.0772116,Maroon,True,2018-08-06,81518.99,0.1919,3858.82,0.11,169.0,7.0
6493,Ford,Mustang,Female,21,Advanced,Philippines,Malicboy,13.9791936,121.7983634,Mauv,False,2010-06-17,96015.64,0.4107,27029.23,0.17,142.7,3.9
